,token_x,symbol_x,name,expiry_x,strike_x,lotsize_x,instrumenttype_x,exch_seg_x,tick_size_x,token_y,symbol_y,expiry_y,strike_y,lotsize_y,instrumenttype_y,exch_seg_y,tick_size_y
641,69090,BANKBARODA24APR25FUT,BANKBARODA,24APR2025,-1.0,2925,FUTSTK,NFO,1.0,4668,BANKBARODA-EQ,,-1.0,1,,NSE,1.0
642,69093,BERGEPAINT24APR25FUT,BERGEPAINT,24APR2025,-1.0,1320,FUTSTK,NFO,5.0,404,BERGEPAINT-EQ,,-1.0,1,,NSE,5.0
643,69095,BHARTIARTL24APR25FUT,BHARTIARTL,24APR2025,-1.0,475,FUTSTK,NFO,5.0,10604,BHARTIARTL-EQ,,-1.0,1,,NSE,5.0
644,73286,DEEPAKNTR24APR25FUT,DEEPAKNTR,24APR2025,-1.0,300,FUTSTK,NFO,5.0,19943,DEEPAKNTR-EQ,,-1.0,1,,NSE,5.0
645,73288,DIVISLAB24APR25FUT,DIVISLAB,24APR2025,-1.0,100,FUTSTK,NFO,5.0,10940,DIVISLAB-EQ,,-1.0,1,,NSE,5.0
646,73430,INDIGO24APR25FUT,INDIGO,24APR2025,-1.0,150,FUTSTK,NFO,5.0,11195,INDIGO-EQ,,-1.0,1,,NSE,5.0
647,73460,IRCTC24APR25FUT,IRCTC,24APR2025,-1.0,875,FUTSTK,NFO,5.0,13611,IRCTC-EQ,,-1.0,1,,NSE,5.0
648,73481,LICI24APR25FUT,LICI,24APR2025,-1.0,575,FUTSTK,NFO,5.0,9480,LICI-EQ,,-1.0,1,,NSE,5.0
649,73482,LODHA24APR25FUT,LODHA,24APR2025,-1.0,450,FUTSTK,NFO,5.0,3220,LODHA-EQ,,-1.0,1,,NSE,5.0
650,73508,NMDC24APR25FUT,NMDC,24APR2025,-1.0,13500,FUTSTK,NFO,1.0,15332,NMDC-EQ,,-1.0,1,,NSE,1.0
651,73509,NTPC24APR25FUT,NTPC,24APR2025,-1.0,1500,FUTSTK,NFO,5.0,11630,NTPC-EQ,,-1.0,1,,NSE,5.0
652,73518,PERSISTENT24APR25FUT,PERSISTENT,24APR2025,-1.0,100,FUTSTK,NFO,5.0,18365,PERSISTENT-EQ,,-1.0,1,,NSE,5.0
653,73520,PFC24APR25FUT,PFC,24APR2025,-1.0,1300,FUTSTK,NFO,5.0,14299,PFC-EQ,,-1.0,1,,NSE,5.0
654,73537,RELIANCE24APR25FUT,RELIANCE,24APR2025,-1.0,500,FUTSTK,NFO,5.0,2885,RELIANCE-EQ,,-1.0,1,,NSE,5.0
655,73573,SRF24APR25FUT,SRF,24APR2025,-1.0,375,FUTSTK,NFO,5.0,3273,SRF-EQ,,-1.0,1,,NSE,5.0
656,73579,TATACONSUM24APR25FUT,TATACONSUM,24APR2025,-1.0,456,FUTSTK,NFO,5.0,3432,TATACONSUM-EQ,,-1.0,1,,NSE,5.0
657,73626,TATASTEEL24APR25FUT,TATASTEEL,24APR2025,-1.0,5500,FUTSTK,NFO,1.0,3499,TATASTEEL-EQ,,-1.0,1,,NSE,1.0
658,73632,TITAN24APR25FUT,TITAN,24APR2025,-1.0,175,FUTSTK,NFO,5.0,3506,TITAN-EQ,,-1.0,1,,NSE,5.0
659,73633,TORNTPHARM24APR25FUT,TORNTPHARM,24APR2025,-1.0,250,FUTSTK,NFO,5.0,3518,TORNTPHARM-EQ,,-1.0,1,,NSE,5.0
660,73674,UNITDSPR24APR25FUT,UNITDSPR,24APR2025,-1.0,350,FUTSTK,NFO,5.0,10447,UNITDSPR-EQ,,-1.0,1,,NSE,5.0
